rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
4.875,The Genesis a GS 460 for a 1/2 of the $,Pierre Boucher ,11/15/2008,,,5,5,5,5,,5,5,4,5,This is a beautifully made car that is going to put the Europeans and the Japaneses automakers to shame. A car with this much for so little. Thank you Hyundai you made a luxury car that I can afford.,"Way to many to list here, the quality of the car, the luxurious interior, the superb sound system, the power of the engine, and still economical and fun to drive...","8-ways power passenger seat, more room for CD/DVD, remote start and maybe a Dynamic Radar Cruise Control"
5,Affordable Luxury,Vegas ,11/14/2008,,,5,5,5,5,,5,5,5,5,"Excellent vehicle! I've never been a ""Label-looker"" so I shop for the goodies at a reasonable price. This car delivers and then some. The ride is comfortable yet responsive. The interior is ample. I'm built like an NFL defensive end and I'm very comfortable. The amenities are numerous, you get a lot with the standard package. I have the Premium Plus and I'm very happy. The trunk is spacious. The V-6 290 bhp engine is as smooth as butter on a hot muffin and you can cruise at 80 mph without nary a concern. An All-Wheel drive version would be too sweet! The stereo system is very nice, audiophile worthy. A great buy if you're into affordable luxury and you tend not to follow the ""label"".","The engine is too nice; Strong, quiet and responsive. The ride is smooth and stable with very little road noise. The safety features are too numerous to even list, but I can say you won't want for airbags. The car just feels ""SOLID"" and well built. You can't but a better car for the money...$36K",Offer and All-wheel drive tranny it can onlt improve the sure-footedness of the ride. Make the truck a little deeper. 
5,Why pay 60k+,WillyB ,11/13/2008,,,5,5,5,5,,5,5,5,5,"I just got out of my 2002 S-500 sport M Benz. This car has it all! BMW,Lexus,Audi,Infinit, Mbenz all better watch out. This car is the real deal. I have always driven high line flagship cars and this is one awesome tight smooth killer looking car. Hyundai has the complete package with this quiet sleek machine. I highly suggest you give this car a test drive if your considering spending 30k to 40k on a ride. This is the complete package with out killing your wallet.            ","Looks, style, options, ""Quiet""!!! it all there   ","little wider room in the driver area width. 19inch rims, power trunk, power folding mirrors, "
4.875,Pleasure to Drive,Photo1 ,11/13/2008,,,5,5,5,5,,5,5,4,5,"I was ready to buy a new civic...but this thing blew me away and forced me to change my game plan.  Have owned many cars and currently have a 528i in the garage.  The Genesis is an extraordinary vehicle in that it is 'smooth' - driving it is actually almost a pleasure (I drive over 100 miles a day for work). It is not as tight as the 5 series, but has more power than the 528.  Refined, many options, very quiet, awesome interior detail.  Not sure it will hold it's value over time but jumped on a great lease deal for the premium plus package.  Do get the premium package at least on this vehicle or you will lose money when you sell it.  This will not replace a BMW, but sure complements it.","Interior, quite ride, power, transmission, electronics, braking, 18"" wheels, sound system (copied 1,000 songs to a USB drive and leave it connected to the aux port), big trunk, and ac/heat system.","Flip down rear seat, better bluetooth (needs to be integrated with audio), the badge on trunk, no place for sun glasses, more info on the various elec systems and what they are doing (Shock dampening), eng lite  btw, you can remove the top part of the ashtray and easily convert it to a change holder"
5,Exceeds Expectations,TNCPA ,11/12/2008,,,5,5,5,5,,5,5,5,5,"With 2,500 miles, the Genesis V-* with Tech package, has eliminated initial doubt about buying a Hyndai.  The car is very quiet, nice interior materials with excellent fit, abundant power and great ride.  Have owned new BMW 540, Acura TL's and currently have an '07 Acura MDX w/Tech.  Gas mileage on a 1,250 mile trip was 27 mpg at legal speeds, city driving appox. 19-20 mpg. ","Lexicon sound system, excellent navigation, very roomy passenger area, large trunk, plenty of power coupled with reasonable gas mileage.",Passenger seat should have same power features as driver's seat.  Dealership should be separate from traditional Hyundai facilities.  The Genesis is a serious luxury sedan and should be delivered as such.
5,A Lot of Bang for the Buck,LonMan ,11/09/2008,,,5,5,5,5,,5,5,5,5,"My wife and I have owned a lot of vehicles before we purchased the Genesis; some very good and some bad. As we age and not into status or snob appeal any longer value,reliability, warranty coverage, and styling are important. Brand cachet was certainly not a consideration when we bought a 2006 Sonata LX (loaded V6). It is a great car for the money. Superb gas mileage for a 235 hp V6 and plenty of good features.So when the Genesis made it's debut in the lux arena we bought a White Satin Pearl 3.8 w/tech package as it came off of the truck. A year of due diligence in the form of technical research, auto magazine and critical reviews sold me on another Hyundai. What an awesome vehicle!","Actually too many great features with the tech package, but the voice commands to replace your hands is great. Also the quiet cabin is amazing - how did they do that? The interior is stunning and that came from MB owner! The suspension system with road sensing ability and stability control...wow!!",If you get the tech package be prepared for a lot of reading! So far operation of the Nav System has not been real intuitive...for me anyway. My wife has picked it up quicker. The passenger seat should have the cooling capability too; a bad oversight. The quick start guide should be more insightful!
4.5,Genesis has issues to deal with...,Darryl Rabideau ,11/09/2008,,,5,5,4,4,,5,4,4,5,"After three months, I have found the Genesis to be unstable when driving in medium to strong wind, The steering wheel feedback from the highway is to severe and not acceptable, the manual trunk lid operation to be cheap and unacceptable, the lack of electrical front passenger seat settings to be unacceptable. I continue to study the driver services and reserve any comments on that part at this time.  It is the items mentioned above that upset me as an owner and I find it unacceptable engineering for such a car Hyundai hopes to use in competition with BMW, Mercedes and Lexus. ",Performance of V6 and mileage.,Address and improve the items mentioned in review.
4.875,BMW - Mercedes - Lexus Look out.,Mikey  ,11/08/2008,,,5,5,5,5,,5,5,4,5,"I am having a ball with my Genesis 4.6 with the Technology package. BMW, MB & Lexus look out for the new kid on the block, Hyundai hit a grand slam with this one. I also have an 06 lexus LS 430. This car is nicer in every way. Looked at the new LS460 with all the toys and except for a few minor touches the Genesis is a steal at 25K less.","Technology package, ride,handling, fit and finish, awesome engine performance","Drivers seat extender, cooled passenger seat,power folding outside mirrors, underseat front storage drawers, bigger console storage, power trunk opener"
4.75,Think about it. Drive it. Do the math.,ppirf ,11/05/2008,,,5,4,5,5,,5,5,4,5,"Bought my Hyundai 4.6 last week. My first impressions are this is a great car for the price. If you are reading this and are thinking of buying a BMW, Lexus or MB you need to drive this car.   Traded our Volvo s60 R for this car and I couldn't be happier. The steering is not as tight as a BMW or MB and the ride is softer but thats okay for my driving habits.   I had a deal for a nicely optioned  2008 BMW 535I that fell through.When all was said and done we financed $17k less for a fully loaded Genesis 4.6.   More reviews to come as I get more acquainted with car, but at first impression this car is great value for the money.     ","Value, comfort, ride, sound system, power, too much to list. ","Chrome rim option, wood package option. "
4.625,Good and bad,Mikey ,11/02/2008,,,5,5,4,4,,5,5,4,5,"I have been impressed since the first ad I saw. Visited the dealership just to see the interior and I was amazed with the fit and finish. Bought a V6 with all the bells and whistles the next day. 2 weeks, 500 miles later I was at the repair center because the stereo was wigging out. They replaced the $4K head unit which made no difference. Now they are replacing the amp hoping that will fix it. The alignment has been pulling to the left since I bought it and they supposedly fixed that too. Nope, still pulls left. Beautiful, comfortable, fun car but they still need to work out the kinks.",,
4.75,Genesis for a Genesis,PhilB ,10/29/2008,,,5,5,5,4,,5,5,4,5,"My company name- Genesis, so my wife kept suggesting that I buy... a Genesis. For the fun of it, we did a test drive and fell in love. The dealership was sensitive to the upscale nature of the car and us being informed buyers. It has been BIG fun so far with the head turns (there are only 3-4 in Tyler TX (our home) so far. And we are adding all of the 'wings' extras to personalize it from KAI. The trim is the premium plus with the technology package. We wanted the V8, but.. they can't keep them on the lot! I was ok with the power of the V6, but missed some of the trim that is only available on the V8. BUT, we're adding most back in. LOVE it!",For the first shot out- Hyundai got SO much right. I love the quiet ride at 90+mph (shhhh). Attention to serious features. The sound system- WOW! And I'm picky about sound in my car. ,Build in the ability to enhance the DIS (driver info system) for a fee. Allowing things like graphical weather maps (fed by XM data). Maybe make passenger seat positioning match driver's capabilities. 
5,"Just bad as in  good, head turner",genesis1 ,10/28/2008,,,5,5,5,5,,5,5,5,5,"Only have had this car a week and love the ride, the speed and great looks. Although the 6cyl has substantial power, the 8cyl is the way to go.","the sound system is great, roomy trunk, interior well roomy, leather rap and black on black.",fold down rear seats
5,First Three Months with Genesis V6,Lake Runner ,10/22/2008,,,5,5,5,5,,5,5,5,5,"We purchased our Genesis V6 -- Premium Pkg. -- in mid-July this year and have been extremely happy with it to date.  Fuel economy is amazing, 20 - 22 in strictly in-town driving, high 20s to low 30s on the highway.  On our first 1100 mile trip with mileage divided 80/20 between Interstate and local/city, we averaged 29.4 mpg.  The comfort level is beyond any other car we've owned.  The engine is nearly silent and very strong -- it loafs at 75 mph on the Interstate.  Would strongly recommend a test drive to anyone who is looking for a very high level of comfort, features, and performance.","Power tilt & telescope steering wheel, 6-speed auto/manual shifter, rear window shade.",Add cooled seats as an option to the lower package levels.
4.875,BEST LUX CAR FOR $$$,ARMEN BISHARYAN ,10/22/2008,,,5,5,5,5,,5,5,4,5,"very good all around car , nice exterior and interior    ","lexicon stereo system,navigation,","tune the suspension for more sporty ride, auto turn signal,blind spot sensor,available 19"" wheels"
5,Seeing is believing,Carl ,10/21/2008,,,5,5,5,5,,5,5,5,5,"I walked into the Hyundai showroom to see the Genesis in person as I had only seen it on tv. I am not sure how long my mouth hung open as I took in the whole car! Eventually I made my way to the sticker and realized this model cost 6k less than other similarly styled cars. I arrived in a '07 Altima SE and drove home in the same Genesis that afternoon.  The car is so quiet and powerful,a head turner for sure. Everything I have looked for in a car.","The whole package! Everything blends into one statement, ""I can't decide what I like best"" ","None, the hit a home run on the first swing with this beauty!"
4.875,First V8 in Virginia Beach,Jon@VB ,10/18/2008,,,5,5,5,5,,5,5,4,5,"Bought 2 days ago and drove 200 miles.  Thought about buying V6 tech pack, but for only $2K more I decided to wait for V8. - And glad I waited for V8.  Power, solid feel, quiet, quick brake, and yes awesome sound system !  So far I'm loving it.  Paint job need to improve. Should have A/C seat on both front seat ","Awesome power - zoom zoom, no need beemer no more.  solid brake, feel so safe.  sound system, just heavenly, the best sound system period.  So quiet inside...","Hate pushing little button to open the door. (With Lexus, all I have to do is just pull & open the door)  At low speed transmission is a bit jerky (heard this goes away after a month or so)  steering is a bit difficult when parking or at low speed  I like to have a coin box: not ashtray."
4.875,Excellent Car...!!!,David S. ,10/15/2008,,,5,5,5,5,,5,5,4,5,"Excellent ride, for normal driving (highway and city drive) it is fantastic.  Very comfortable seats, lots of leg room.  Fuel economy is decent for the car size.  Very happy with my car...!!!","Lexicon sound system, roomy interior, smooth ride",Maybe fuel economy but you can not expect 4-cylinder fuel economy from this car.
4.75,Haunting noise,Dave ,10/14/2008,,,5,5,5,5,,4,5,5,4,"I've had mine a couple of months now and 5000 miles.  Two issues,,The speedometer reads about 10% fast.  I hate doing math while I drive and I don't like knowing the odometer showing 10% more miles than actual, not to mention the gas mileage indication is also overstated.  I also hear a faint ""knocking"" sound at 1900 rpm just before shifting.  Seems to have changed somewhat after the recall reprogram.  Dealer has been unable to assist with either problem.  Anyone out there having similar issues?",Love the size and ride of this car.  I've owned plenty and this is excellent.,
5,Great ride for the road warrior,Chitown Sales Guy ,10/14/2008,,,5,5,5,5,,5,5,5,5,"I was looking at Maxima and CTS and heard about the Genesis---took a look, a drive and was sold.  Throttle is a bit sluggy off the line, but punch it a little and she zooms up to speed with very smooth shifting and great tracking- sound system is superior, hand free phone at HWY speed sounds great to callers, this is a great car and a great value- time will tell if the abundance of plastic parts will hold up and I noticed that the rear wheel wells are lined with some type of fibrous cladding- hope it holds up well to Chicago winter- all in all, this has been a joy to drive, and I am constantly getting the thumbs up from other drivers- this car is becoming the hot ride of the season.","Interior design, dash and cabin  lights, leather wrapped everything, sound system, handling, braking and overall style- did I mention sound system?? this baby rocks! Hyundai badge is fine with me, this car announces that they have upped the game.","more interior cubby holes, deeper center console, fully fold down back seat, rain drip guides to keep water from drizzling into open trunk, a bit more thigh support for us tall guys would be great"
5,"plush,luxurious, and quiet",randolphsmith ,10/10/2008,,,5,5,5,5,,5,5,5,5,"I'm a jazz man and I love music.  The interior is so quiet it enhances the sound of the already top quality speakers.  I'm riding in first class with a coach ticket.  You can't beat that price. Thanks Hyundai for the Genesis, I don't have to pay a mortgage payment for a ride in luxury. ","techno package ,the paint job, and the quiet ride.","My suggestion isn't about the car per se but the marketing strategy. I think comparing the Genesis to the Lexus,Benz,and BMW is stating that they are the benchmark.  Make the vehicle that consumers want and let Hyundai's name sell for itself stop comparing and  set a precedence yourself. It's time"
4.625,Makes a long commute a joy,ShoNuff ,10/07/2008,,,5,5,5,4,,4,5,4,5,"This is my first luxury vehicle, just coming out of a 96 Maxima SE.  Test drove the 2009 Maxima, 2008 Acura TL, and the Genesis.  The Genesis outclassed them all, so I ended up buying a V6 w/Tech Package.  The features on this car are an incredible value even though I still shudder when I think about how much higher my loan is on this car.  Great ride - kind of similar to my father's 2001 BMW 528i, but more smooth overall.  Definitely not as mushy as a Lexus, but not as punishing as a Beemer.  Great looking car, too - I've gotten a lot of rave reviews of the car's looks and disbelief when I tell them ""It's a Hyundai.""  All-around excellent car.",The stereo - beats the Bose in my wife's Murano hands down.  Truly extraordinary.,Would like to see the cooled seats added for passenger (my wife is way envious).
4.875,Best Luxury Sedan available,Rich ,10/02/2008,,,5,4,5,5,,5,5,5,5,"The Genesis is actually the best stereo you can buy that that delivers you to your destination in fine luxury and comfort. The balance between comfort and being close to sporty is outstanding.  Car & Driver and Road & Track can gig the car for Sportiness - not all of us like the taut, firm ride of the BMW'S and Audi's. The gas mileage is better than expected, especially cruising at 75. As mentioned by many, dealer support for a luxury car needs to be better.  Hyundai does stand by there warranty. Our dealer gave us 2 years worth of oil changes and car washes, and has a very good reputation.  I would advise finding a good dealer when buying.  The value of this Luxury car is outstanding.","Stereo! Stereo! and Stereo! The ride is out of the world, and the backlit dash at night is out of this world. The warranty is outstanding, and the other Luxury Sedans can't compete in features and amenities for the price. And it fits my 6'4"" frame, something that lacks in the BMW and Mercedes.","Back seat needs to be collapsible for complete pass thru.  Cool seats on both sides.  Much needed dealer training and support to get them into the mentality of how a Luxury car should be delivered and give same aspect of value as BMW and others.  Overall, this is a Grand Ride, and Hyundai has a hit."
4,GPS 2005 era,Ken ,10/02/2008,,,4,4,4,4,,4,4,4,4,I have owned this Car for about 2 weeks and what a pleasure to drive. This Car I like very much but have only driven it 600 miles. It seems to equal everything my BMW 540i did. My first tank of gas averaged 27.4 mpg now that I like. Of course it's not a V-8 but we have to give a little somewhere.  ,Pros Love the seats with a bad back can still drive for hours. The backup camera and parking sensors I really as I have new garage doors.,"A 2009 car that has a GPS that is so out of date. It fails to find most side streets and I live in a town of 50000. And how about that altimeter I live near sea level maybe theres and adjustment but cant find it, mine starts at 300 feet. While I wait for an upgrade will have a portable on my dash."
5,New Beginning for Hyundai,david ,10/01/2008,,,5,5,5,5,,5,5,5,5,This is a really nice and best value car. Do not hesitate. Get one. You will not regret it. ,nice interior.,None
5,hmg interface,kabbut ,10/01/2008,,,5,5,5,5,,5,5,5,5,I wanted to respond to spadesman review. In regards to this HMG interface recall. I have checked with my dealership and any recall lists found on the internet. Not one mention of a recall. Other than that.....we love our new car. So far it has lived up to all expectations.,Style exterior and interior performance and ride. ,An even lower price lol
5,Impressed with Genesis,mike g ,09/27/2008,,,5,5,5,5,,5,5,5,5,Finished 2007 m45 lease and was interested in new G37 sedan.  G37 is not available.  Heard about Genesis and checked them out.  V8's were just showing up and I was blown away.  Car is great!!! Best automotive bargain around.  Drives like an $80k LS460 for $42K. My kids want to disown me but they are away at school and haven't seen this car.  ,Lexicon 17 speaker sound system Bluetooth that everyone who I call says sounds Great!!!!,Only pet peeve.  Navigation girl voice cannot be shut off completely.  I can't stand the constant interruption to the radio.
4.875,Hyundai serves notice to Lexus ,Victor ,09/25/2008,,,4,5,5,5,,5,5,5,5,"If I remove the Hyundai badge on this vehicle, it would be hard to guess who built this vehicle - it is that good.  I love the vehicle. Best value for the money in this segment.  ",,Wait- I do have one complaint. Can Hyundai remove the badge on the back of the vehicle? I am serious. I see no reason why they want to identify this as a Hyundai. 
5,People's Choice - WOW!,HyundaiOwner ,09/21/2008,,,5,5,5,5,,5,5,5,5,"This is an amazing car. The leather wrapped dash, AC seats, sound system, adjusting headlights, I could go on and on.  I personally have never owned a luxury car but most of my friends do, and they cannot believe the features this car offers for under 40K. It is unbelievable how many Lexus, BMW and MB driver approach us, telling us how beautiful the car is and cannot believe it is a Hyundai.  I would recommend this car to anyone, and do. I am looking forward to what comes next with Hyundai.","The push button start, AC seats, GPS system, driver memory seats, the rain sensor wipers, 18"" wheels, rear window sun screen, back up camera and the side mirrors turn down when backing up.","The material use for the headliner seems on the budget side, the rear seats do not fold down, the trunk is opened the water drips from the exterior into the trunk area. Would have been nice to include a truck rug like the Sonata. On-star service. "
5,Great Buy But ...,Thomcin ,09/20/2008,,,5,5,5,5,,5,5,5,5,"This car is smooth, fast, and comfortable. The driver seat is great but these is no cooled seat option on the 3.8. The passenger seat only offers a 4 way adjustment, a major oversight at this level and price point. A good solid car and buy at about $2000 off MSRP.","Blue Tooth, XM, Driver seat, smooth motor, decent gas mileage 17 town 27 highway, great back seat.","Cooled front seats (both), 10 way adjustment on both sides, less wind noise around roof pillars."
4.875,Good Car,Jay ,09/19/2008,,,5,5,5,5,,5,5,4,5,"This is our company car, and I drove about 5 times (total of about 100 miles) since last month, and this car is very good.  The ride is really smooth and quiet.  The car has Lexicon Nav, and the bluetooth handsfree sounded so good and clear.  RWD feels really good.  The seats are very comfy. It is really luxurious and good looking, but 2% lacking to be compared with BMW or MB.","Navigation system and lexicon sound Great Seats, good start. ","Driver's side mirror is kinda funky... I do not know why, but it's kinda tilted making me dizzy.  Be more creative in design to be unique. No AWD  "
4.625,thrilled then concerned,spadesman ,09/18/2008,,,5,5,5,4,,4,5,4,5,"I bought the car on labor day, loved the car. Everything I had wanted in a car and more. No problems first 2200 miles, other than transmission jerk off a start thought it would smooth out eventually. Than I learned about recall, hmg interface problem car could lock up at anytime. On sept 15 I was going up steep incline back wheels hesitated twice from there tranny shifted out of SYNC. Then burning smell in cabin at acceleration to higher speeds. Car now shimmys in idle. Its at the dealer now they just called me and told me the smelled the firey smoke smell also. Wondering if I made a 40,000 mistake. I will update with more info as I receive it","stereo blutooth,nav, comfort.",add a coin tray remove ashtray.
4.75,A Whole Lot More Than Price Indicates,dshelley ,09/14/2008,,,5,5,5,5,,5,5,4,4,"This car is often compared to BMW 5 series and E series MB's, but it's probably closest in size, engine type, features, and overall class to Infiniti's M35. Closest until price is compared.  At about $10K less, it's the automotive bargain of the year, perhaps decade.  Like others I looked at and drove BMW, MB, Audi, Lexus, Infiniti and others, all of which are a lot more money. Believe me, none are quieter, more comfortable, more solid feeling, or handle better in every day traffic. This Hyundai is that good. I can only provide a warning.  DO NOT DRIVE THIS CAR, if you are not ready to buy.  You will fall in love with an affordable automotive experience you may not have known existed.","Total lack of outside noise, solid feel, engine power, comfort, and just the right mix of luxury features.","When slid open, the sunroof wind deflector produces quite a bit of wind noise.  the left foot dead pedal is too far forward. "
2.5,Got Struck with this,adam ,09/12/2008,,,4,2,2,2,,3,4,1,2,Terrible Fuel Economy 15 in city .dash compartment fixed in one month springs gone bad.  Head light assembly fixed due to mist /fog    build up after 80 miles only.,Interior and blue tooth,Fuel economy and big cars need some sort of  park assist as standard. dash compartment fixed in one month springs gone bad.
4.75,Good start for first time out!,Vince ,09/11/2008,,,5,5,5,5,,5,5,4,4,"Love this car, performance, handling, style, fit and finish. Chose this car over an Acura TL, Cadillac CTS and Saab 9-5. ",Its a pleasure to drive.,Improvements for future models: body side molding (location?)Passenger seat should be equipped same as drivers. Turn signal indicators in the side view mirror. Folding rear seat. Windshield wiper design needs to be re looked out. Wipers do not flip up unless hood is up.
5,Hyundai Hit The Nail On The Head,Chuckster ,09/11/2008,,,5,5,5,5,,5,5,5,5,"We have owned several Lexus products since that brands inception in 89 and still have a 2006, SC430 coupe. The Genesis is comparable to the LS and superior to the ES series in every way. Our Genesis is Sterling Blue with the Tech. Pkg.. We have had the car for a month now. It feels solid, rides and handles well for its size, is quiet and everyone we know think its a good looking car. Gas mileage is good at 22 city and 28 hi-way on regular fuel.  We saved $$ and have a car that meets and exceeds our desires.  Time will only tell if the car stays true to our expectations of trouble free motoring.","Roominess, sound system, technical package features, quiet ride, trunk size, engine response, and handling for the average driver.",Tilt feature for the Navi screen to keep the glare off the screen from the overhead sun. Electric folding mirrors. Cooled passenger seat.  Divers seat extending seat cushion for more thigh support would be nice but not mandatory. Dealership needs to learn how to deliver this car its not an Accent.
5,Awesome Awesome Car,chuck ,09/09/2008,,,5,5,5,5,,5,5,5,5,"I traded in my CLK for this car.  I was looking at the BMW 550, Lexus LS640, and the Mercedes.  After the test drive in this car, I was sold and bought it on the spot.  Performance is in between the Lexus (soft) and BMW, just right for me.  Lexicon audio system is also pretty awesome.  Like the person earlier, I enjoy telling my friends and coworkers that I traded in my MB for a Hyundai.","Lexicon audio, smooth quite ride, handling, amazing bargain, ",Wish the dealerships were more accommodating like other luxury brands.
5,You need to get one,Great vehicle ,09/06/2008,,,5,5,5,5,,5,5,5,5,"This car is really nice to drive and looks great.  I had corvette, porsche 911 and have ES 330 and LS 460.  So, I am telling from the true experiences. Navigation system is very easy to use and great.  Everything is simple to set up and blue tooth quality for the phone system is outstanding.  Sound quality of the hands-free phone system is beyond my expectation.  I will have to think very hard before I buy another LS 460.  Dealer needs to improve long way before they catch up with Lexus on customer relations.",Hands free blue tooth system- sound is very clear as if you are talking to someone in your living room. Navigation system - better than any navigation system I have used. Sound system - outstanding- better than standard LS 460. I drive this more than my LS 460,Dealer service department Dealer sales department Dealer closing experience
5,THIS IS A HYUNDAI?,Paul ,09/03/2008,,,5,5,5,5,,5,5,5,5,"I have had multiple BMW's, a 300E and 3 Acura TL's and a 2006 Acura RL. This car hands down is better in almost every category than anything I have driven. They built a first ever rear wheel drive car that is quiet, has an incredible sound system and everything you would expect in a $60,000 car except that it cost 40. I realize that this is a first year model but as of now,Hyundai hit it out of the park","to long to list, push button start, rear wheel drive, 6 speed, 8"" nav, heated and cooled driver seat front and rear sensors and back up camera ( are you kidding) and the most incredible stereo I have ever heard. it does have some things that Hyundai needs to address. see below","you build an luxury automobile and leave out a cooled seat for the passenger. mistake. I am a huge fan of NAV systems and the options available with it, ie, calculator, calender, etc. The Acura has the best NAV system Hyundai, use the same system. make the wheels better looking"
4.375,09 Genesis...my wish list,jerry ,09/02/2008,,,4,5,4,5,,4,5,4,4,No doubt the best luxury car for the money. Might trade mine in for the V* when it shows up. My wish list. Back up camera (NAV Model) needs to come on faster at start up. Genesis logo remains on the screen too long when put in reverse at start up. I have backed up 10 feet before the screen goes to back up. ,The control knob is great for navigating the XM radio. A?C drivers seat really pumps the cold air although it should remain on at start up if it was on at shut down.  ,see above. Make lane departure and active cruise control available. Maybe touch screen NAV (I don't think it is on mine?). Paint quality on bumper covers could be better (more coats). 
4.875,Incredible Value for $$$!,Propellerhead ,09/02/2008,,,4,5,5,5,,5,5,5,5,"Moved from 2006 Azera Ltd to this. Other cars currently owned are 2006 BMW ""M"" Roadster and 2008 Infiniti M35. Prior vehicles (since 1994) -- 1998 Mercedes SL600, Infinity Q45(2), Lexus ES(300 & 330), a 2002 Porsche Turbo, and a VW Phaeton. It is our experience that the 2009 Genesis is absolutely the best value of any of the above cars - there is NO comparison versus what Hyundai packs into this vehicle for $40K when fully loaded. We could have chosen ANY car we wanted and yet opted for this because of our prior excellent experience with the Azera and the fact that the Genesis offers far more features and performance for MUCH less money than ANY of the autos we have owned.","The fact that Genesis has managed to pack in Bluetooth, an iPod connector, a 6 CD changer and a Nav system into the same vehicle which NO other auto maker seems to have figured out how to do yet. Either you get one or another but not all. In addition, Lexus Bluetooth is a known nightmare --","Trunk on the Azera is bigger and the Azera's rear seats fold down to facilitate a large pass through. Azera's rear seat room is also much more ample. BUT, when compared to Lexus or our Infiniti, the rear seat room easily beats them all. In net, about as good as it can get at ANY price!"
5,Hyundai should be at the top of the list,Lonny ,08/30/2008,,,5,5,5,5,,5,5,5,5,"Like many others here, I too can't believe I even looked at Hyundai, let alone getting one! I began researching this car early in the year. I was coming to lease end on a 2006 M45 Sport and wanted something much less expensive, uses regular fuel and gets better gas mileage. I liked the handling dynamics of the M45 and was worried that I took a big step backwards in handling. Not so! I have found myself taking the same turns and curves in the Hyundai that I did with the M45 - at the same speeds - and the Hyundai is just as ""planted"" as was the M45. Obviously the M was quicker, but I enjoy everything about the Hyundai better.","Nice roomy interior, large trunk. A sound system (Lexicon) that you blow you out of the car. A quiet, smooth ride. I have only put about 800 miles on it and I am averaging 24 mpg! I love the navigation system and being able to play MP3's using the USB connection.","There is only one thing that I miss from the M45 that the Hyundai does not have: the ability to use the key fob to roll down all the windows as you approach the car. But, that is the ONLY thing that I miss. I certainly don't miss the higher monthly payment, higher fuel costs and lower gas mileage. "
5,Underpriced Luxury,kbmuenkel ,08/28/2008,,,5,5,5,5,,5,5,5,5,"I've owned this car one month with every passing week appreciating the Genesis more and more. The technology features are plentiful and well thought out. Dollar for dollar the Genesis equipped with the Tech Package is a stunning value.  The 290hp V6 engine is more than adequate for enthusiastic driving. The Genesis handling is nicely balanced between sportiness and numbness with just enough road feel to inspire confidence and comfort. Exterior noise does not penetrate the cabin yielding a wonderfully quiet ride. The 528w 17 speaker Lexicon surround sound fills your driving experience with clear, crisp, enriching musical enjoyment. I considered 335xi, CTS4, & ES350, but bought a Genesis. Wow!","Everything about the Technology Package, quiet ride, generous interior room front and back, exterior design, roomy trunk, and most of all - the remarkable value.",Interior of the trunk is cheaply finished.  Expandable map pockets in the front doors have a sharp edge.  Passenger side seat should also have the cooling option.  Add a power console in the back with a 110v outlet to plug in a laptop or video game.  Offer a headrest DVD option.
5,Who needs a BMW 7??,mn778 ,08/24/2008,,,5,5,5,5,,5,5,5,5,I've owned bm'ers since '89. Just had my '05 745 turned in and said goodbye! The Genesis is every bit the luxo ride. The V6 is faster than my 745 was. Every day I fall further in love with it. The tech package is great[much easier than the i Drive!] Best thing is I can buy two genesis's for the price of a loaded 7! Great Car.,,
5,Perfect!!,Little Nuke ,08/21/2008,,,5,5,5,5,,5,5,5,5,"This car is easily the nicest I have owned.  I traded an Acura for this and before that I had a Mercedes.  Frankly, neither of them can compare to this car.  It's superior in every way.  I love telling people I traded my Acura for a Hyundai.",Ride quality.,None yet.
4.75,Mission Accomplished!!!,imtraveler ,08/16/2008,,,5,5,5,5,,5,5,4,4,"I was following & really looking forward to this motor car, so I bought it! Owned 7 series & was nice compromise, esp. price. Hyundai's first foray with an all-new RWD platform & V8 engine in this class is impressive. My car turns heads and I love its understated execution. Has the luxury amenities I need and $$$ to spare.  Wish it was sold in a dedicated channel -- i.e., Genesis brand -- wouldn't mind stripping the H logo and replacing it with domestic market Genesis wings logo (front, back, wheel hub & horn pad)","Easy to drive, smooth, quiet and refined. Love the DIS, Lexicon audio & driver cooled seats.",Wish that the brakes were more on par with vehicles in this class (see BMW b/mark). Prefer a bit firmer handling & less body roll. Would look dynamite with some nice wheels. Agree that pass seat should be cooled as well. Need much better dealer experience & MORE advertising!! Brand needs enhancement
5,A luxurious sedan,Greensander ,08/09/2008,,,5,5,5,5,,5,5,5,5,"Lease deal was $473/Mo.   $2199 upfront. I am quite satisfied its styling and convenience.     Platinum Gray Metallic  has edge at every corner,  awesome color.   I really enjoy tight and rich should of Lexicon.  A Hyundai, you've never seen before. ",Lexicon sound. ,None. 
4.75,Deja vu of 1989 Lexus debut,C in Indy ,07/30/2008,,,5,5,5,5,,5,5,4,4,"We wanted to drive a VW Passat, Chevy Malibu, and a Genesis on the same day. Went from the VW dealer to the Hyundai and  bought the Genesis.  There was no comparison, the other cars were nice mid size family cars (both with noted nice interiors), but couldn't hold a candle to the Genesis.  The big Hyundai was quieter, smoother, and so much nicer on the inside and outside than the other two.  It really reminded me of the Lexus debut of the LS400 back in '89.  I went to that knowing that this car was supposed to be different than any other Toyota ever seen, but was blown away by how nice it really was.  Same feelings here.  My Wife is very happy with the car too.","Build quality, materials, noise level (none), ride (smooth), features (lots).",Dealer experience
